S.No,NABL/NON NABL,Discipline / Group,Materials or Products tested,Parameter,Method,Sample Quantity g/mL,Lead time,Charges per sample,No of Sample,18% GST SAC 998343,Total amount,PROTOCOL NO.,NABL Range,Limit of quantification,,Protocol Link
1139,NABL,CHEMICAL- FERTILIZERS,"Beneficial Elemental Fertilizer (Diato mite amorphous silica, Ortho silici acid (OSA))",Matter insoluble in water % w/w,FCO 1985 SCD II Part B Cl.No.08/07,50,15,350,1,63,413,ABRL PRO 020,0.1 % to 50 %,,,https://forms.gle/4mKKEZ5kDncKWzB86
1140,NABL,CHEMICAL- FERTILIZERS,Fortified fertilizers,Matter insoluble in water % w/w,FCO 1985 SCD II Part B Cl.No.08/07,50,15,350,1,63,413,ABRL PRO 020,0.1 % to 50 %,,,https://forms.gle/4mKKEZ5kDncKWzB86
1141,NABL,CHEMICAL- FERTILIZERS,Biofertilizer,Mercury as Hg mg/kg,FCO 1985 SCD IV Part D Cl.No.11,50,15,1000,1,180,1180,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
1142,NABL,CHEMICAL- FERTILIZERS,Organic fertilizer ,Mercury as Hg mg/kg,FCO 1985 SCD IV Part D Cl.No.11,50,15,1000,1,180,1180,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
1143,NABL,CHEMICAL- FERTILIZERS,Biofertilizer,Moisture Content % w/w,FCO 1985 SCD IV Part D Cl.No.02,200,15,450,1,81,531,ABRL PRO 004,0.1 % to 65 %,,,https://forms.gle/r52g7ec3g7ZfoEhWA
1144,NABL,CHEMICAL- FERTILIZERS,Organic fertilizer ,Moisture Content % w/w,FCO 1985 SCD IV Part D Cl.No.02,200,15,450,1,81,531,ABRL PRO 004,0.1 % to 65 %,,,https://forms.gle/r52g7ec3g7ZfoEhWA
1145,NABL,CHEMICAL- FERTILIZERS,Fortified fertilizers,Moisture Content % w/w,FCO 1985 SCD II Part B Cl.No.02,50,15,450,1,81,531,ABRL PRO 004,0.1 % to 50 %,,,https://forms.gle/r52g7ec3g7ZfoEhWA
1146,NABL,CHEMICAL- FERTILIZERS,Straight nitrogenous fertilizer,Moisture Content % w/w,FCO 1985 SCD II Part B Cl.No.02,50,15,450,1,81,531,ABRL PRO 004,0.1 % to 50 %,,,https://forms.gle/r52g7ec3g7ZfoEhWA
1147,NABL,CHEMICAL- FERTILIZERS,Organic fertilizer ,Moisture Content % w/w,ABRL STP 090 (IR Balance),200,15,450,1,81,531,ABRL PRO 030,0.1 % to 65 %,,,https://forms.gle/GVr8x5kg84nXY8ML9
1148,NABL,CHEMICAL- FERTILIZERS,"Micronutrients , Amino acid chelated micronutrient, Liquid fertilizer",Molybdenum as Mo % w/w,FCO 1985 SCD II Part B Cl. No.22A/14,50,15,800,1,144,944,ABRL PRO 070,0.1 % to 70%,,,https://forms.gle/hFF7QVxzrQDe1E9EA
1149,NABL,CHEMICAL- FERTILIZERS,"NP /NPK fertilizer, Straight Sulphur fertilizers, 100 % water
soluble complex fertilizers",Neutral Ammonium Citrate soluble phosphate(Available phosphorous ) % w/w,FCO 1985 SCD II Part B Cl.No.04,50,15,1500,1,270,1770,ABRL PRO 056,0.1 % to 50 %,,,https://forms.gle/RehosVPeNW5cq9fs6
1150,NABL,CHEMICAL- FERTILIZERS,Biofertilizer,Nickel as Ni mg/kg,FCO 1985 SCD IV Part D Cl.No.10,50,15,600,1,108,708,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
1151,NABL,CHEMICAL- FERTILIZERS,Organic fertilizer ,Nickel as Ni mg/kg,FCO 1985 SCD IV Part D Cl.No.10,50,15,600,1,108,708,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
1152,NABL,CHEMICAL- FERTILIZERS,Biofertilizer,Odor,OPPTS 830.6304,50,15,100,1,18,118,ABRL PRO 092,NA,,,https://forms.gle/ZrVhayg6o6mkzWNy6
1153,NABL,CHEMICAL- FERTILIZERS,Organic fertilizer ,Odor,OPPTS 830.6304,50,15,100,1,18,118,ABRL PRO 092,NA,,,https://forms.gle/ZrVhayg6o6mkzWNy6
1154,NABL,CHEMICAL- FERTILIZERS,Biofertilizer,Organic matter % w/w,FCO 1985 SCD IV Part D Cl.No.05,50,15,800,1,144,944,ABRL PRO 008, 0.1 % to 99 %,,,https://forms.gle/b51JKPnT1J9kNucy8
1155,NABL,CHEMICAL- FERTILIZERS,Organic fertilizer ,Organic matter % w/w,FCO 1985 SCD IV Part D Cl.No.05,50,15,800,1,144,944,ABRL PRO 008, 0.1 % to 99 %,,,https://forms.gle/b51JKPnT1J9kNucy8
1156,NABL,CHEMICAL- FERTILIZERS,"Beneficial Elemental Fertilizer (Diato mite amorphous silica, Ortho silici acid (OSA))",Ortho silicic acid  % w/w,FCO 1985 SCD II Part B Cl.No.29,50,15,1500,1,270,1770,ABRL PRO 069,0.01 % to 50 %,,,https://forms.gle/1ZzQ7V7cKb1dgmj4A
1157,NABL,CHEMICAL- FERTILIZERS,Biofertilizer,Particle size % w/w,FCO 1985 SCD IV Part D,100,15,300,1,54,354,ABRL PRO 061,0.1 % to 100 %,,,https://forms.gle/eSfFCX1syVcSxff18
1158,NABL,CHEMICAL- FERTILIZERS,Fortified fertilizers,Particle size % w/w,FCO 1985 SCD II Part B Cl.No.20,50,15,350,1,63,413,ABRL PRO 001,1 to 14,,,https://forms.gle/sHECK8iCUHJm39wK9
1159,NABL,CHEMICAL- FERTILIZERS,"NP /NPK fertilizer, Straight Sulphur fertilizers, 100 % water
soluble complex fertilizers",Particle size % w/w,FCO 1985 SCD II Part B Cl.No.20,200,15,350,1,63,413,ABRL PRO 001,1 to 14,,,https://forms.gle/sHECK8iCUHJm39wK9
1160,NABL,CHEMICAL- FERTILIZERS,Straight nitrogenous fertilizer,Particle size % w/w,FCO 1985 SCD II Part B Cl.No.20,50,15,350,1,63,413,ABRL PRO 001,1 to 14,,,https://forms.gle/sHECK8iCUHJm39wK9
1161,NABL,CHEMICAL- FERTILIZERS,Straight phosphorous fertilizers,Particle size % w/w,FCO 1985 SCD II Part B Cl.No.20,50,15,350,1,63,413,ABRL PRO 001,1 to 14,,,https://forms.gle/sHECK8iCUHJm39wK9
1162,NABL,CHEMICAL- FERTILIZERS,Straight Potassium fertilizers,Particle size % w/w,FCO 1985 SCD II Part B Cl.No.20,50,15,350,1,63,413,ABRL PRO 001,1 to 14,,,https://forms.gle/sHECK8iCUHJm39wK9
1163,NABL,CHEMICAL- FERTILIZERS,Organic fertilizer ,Particle Size % w/w,FCO 1985 SCD IV Part D,100,15,300,1,54,354,ABRL PRO 061,0.1 % to 100 %,,,https://forms.gle/eSfFCX1syVcSxff18
1164,NABL,CHEMICAL- FERTILIZERS,"Micronutrient fertilizer, Fortified fertilizer, 100 % water soluble fertilizer,Liquid Fertilizer",Persistant foaming,CIPAC MT 47,50,15,1000,1,180,1180,ABRL PRO 094,0.1 ml to 1000 ml,,,https://forms.gle/inQej5gjwJrvLm2S8
1165,NABL,CHEMICAL- FERTILIZERS,Biofertilizer,pH (% aqeous solution/ Liquid),ABRL STP 027(PH-Meter),100,15,350,1,63,413,ABRL PRO 001,1 to 14,,,https://forms.gle/sHECK8iCUHJm39wK9
1166,NABL,CHEMICAL- FERTILIZERS,Organic fertilizer ,pH (% aqeous solution/ Liquid),ABRL STP 027(PH-Meter),100,15,350,1,63,413,ABRL PRO 001,1 to 14,,,https://forms.gle/sHECK8iCUHJm39wK9
1167,NABL,CHEMICAL- FERTILIZERS,"Beneficial Elemental Fertilizer (Diato mite amorphous silica, Ortho silici acid (OSA))",PH ,FCO 1985 SCD II Part B Cl.No.08,100,15,350,1,63,413,ABRL PRO 001,1 to 14,,,https://forms.gle/sHECK8iCUHJm39wK9
1168,NABL,CHEMICAL- FERTILIZERS,Fortified fertilizers,PH ,FCO 1985 SCD II Part B Cl.No.08,100,15,350,1,63,413,ABRL PRO 001,1 to 14,,,https://forms.gle/sHECK8iCUHJm39wK9
1169,NABL,CHEMICAL- FERTILIZERS,"Micronutrients , Amino acid chelated micronutrient, Liquid fertilizer",PH ,FCO 1985 SCD II Part B Cl.No.08,100,15,350,1,63,413,ABRL PRO 001,1 to 14,,,https://forms.gle/sHECK8iCUHJm39wK9
1170,NABL,CHEMICAL- FERTILIZERS,"NP /NPK fertilizer, Straight Sulphur fertilizers, 100 % water
soluble complex fertilizers",PH ,FCO 1985 SCD II Part B Cl.No.08,100,15,350,1,63,413,ABRL PRO 001,1 to 14,,,https://forms.gle/sHECK8iCUHJm39wK9
1171,NABL,CHEMICAL- FERTILIZERS,Straight nitrogenous fertilizer,PH FCO SCD % w/w,FCO 1985 SCD II Part B Cl.No.08,100,15,350,1,63,413,ABRL PRO 001,1 to 14,,,https://forms.gle/sHECK8iCUHJm39wK9
1172,NABL,CHEMICAL- FERTILIZERS,Biofertilizer,pH ,FCO 1985 SCD IV Part D Cl.No.1,100,15,400,1,72,472,ABRL PRO 041,1 to 14,,Minimum sample handeling charge is to be considered if providing service lower than 500 Rs.,https://forms.gle/1ummEPEzcdMaeP1XA
1173,NABL,CHEMICAL- FERTILIZERS,Organic fertilizer ,pH ,FCO 1985 SCD IV Part D Cl.No.1,100,15,400,1,72,472,ABRL PRO 041,1 to 14,,Minimum sample handeling charge is to be considered if providing service lower than 500 Rs.,https://forms.gle/1ummEPEzcdMaeP1XA
1174,NABL,CHEMICAL- FERTILIZERS,Biofertilizer,Physical State (Form),OPPTS 830.6303,50,15,100,1,18,118,ABRL PRO 092,NA,,,https://forms.gle/ZrVhayg6o6mkzWNy6
1175,NABL,CHEMICAL- FERTILIZERS,Organic fertilizer ,Physical State (Form),OPPTS 830.6303,50,15,100,1,18,118,ABRL PRO 092,NA,,,https://forms.gle/ZrVhayg6o6mkzWNy6
1176,NABL,CHEMICAL- FERTILIZERS,"Beneficial Elemental Fertilizer (Diato mite amorphous silica, Ortho silici acid (OSA))",Plant available silicon  % w/w,FCO 1985 SCD II Part B Cl.No.29,50,15,1500,1,270,1770,ABRL PRO 069,0.01 % to 50 %,,,https://forms.gle/1ZzQ7V7cKb1dgmj4A
1177,NABL,CHEMICAL- FERTILIZERS,Fortified fertilizers,Potassium as K % w/w,FCO 1985 SCD II Part B,50,15,900,1,162,1062,ABRL PRO 068,0.1 % to 50 %,,,https://forms.gle/aCqm9bbJKrijbUNq8
1178,NABL,CHEMICAL- FERTILIZERS,"Micronutrient fertilizer, Fortified fertilizer, 100 % water soluble fertilizer,Liquid Fertilizer",Pourability (Residue),CIPAC MT 148,1000,15,2000,1,360,2360,ABRL PRO 095,0.1 % to 70 %,,,https://forms.gle/49mTRqwiD6QxDFU87
1179,NABL,CHEMICAL- FERTILIZERS,"Micronutrient fertilizer, Fortified fertilizer, 100 % water soluble fertilizer,Liquid Fertilizer",Pourability (Rinsed Residue),CIPAC MT 148,1000,15,2000,1,360,2360,ABRL PRO 095,0.01 % to 50 %,,,https://forms.gle/49mTRqwiD6QxDFU87
1180,NABL,CHEMICAL- FERTILIZERS,Biofertilizer,Shape ,ABRL STP 108,50,15,100,1,18,118,ABRL PRO 092,NA,,,https://forms.gle/ZrVhayg6o6mkzWNy6
1181,NABL,CHEMICAL- FERTILIZERS,Organic fertilizer ,Shape Fertilizer,ABRL STP 091,50,15,100,1,18,118,ABRL PRO 092,NA,,,https://forms.gle/ZrVhayg6o6mkzWNy6
1182,NABL,CHEMICAL- FERTILIZERS,"Beneficial Elemental Fertilizer (Diato mite amorphous silica, Ortho silici acid (OSA))",Sodium as NaCl  % w/w,FCO 1985 SCD II Part B Cl. No.17,50,15,800,1,144,944,ABRL PRO 073,0.01 % to 15%,,,https://forms.gle/ZrGFrV1NBJYQcPPT9
1183,NABL,CHEMICAL- FERTILIZERS,"Beneficial Elemental Fertilizer (Diato mite amorphous silica, Ortho silici acid (OSA))",Specific gravity ,FCO 1985 SCD II Part B,50,15,350,1,63,413,ABRL PRO 066,0.500 to 2.500 g/ml,,,https://forms.gle/WXPbz5i1fZHux8bM9
1184,NABL,CHEMICAL- FERTILIZERS,Fortified fertilizers,Sulphate Sulphur % w/w,FCO 1985 SCD II Part B Cl.No.28,50,15,800,1,144,944,ABRL PRO 011,0.1 % to 70 %,,,https://forms.gle/NEPfFA1GmooQ6YAg8
1185,NABL,CHEMICAL- FERTILIZERS,Organic fertilizer ,Sulphate Sulphur % w/w,FCO 1985 SCD IV Part D Cl.No.15(Iv),50,15,800,1,144,944,ABRL PRO 011,0.1 % to 70 %,,,https://forms.gle/NEPfFA1GmooQ6YAg8
1186,NABL,CHEMICAL- FERTILIZERS,"Micronutrient fertilizer, Fortified fertilizer, 100 % water soluble fertilizer,Liquid Fertilizer",Suspensibility,CIPAC MT 161,100,15,2000,1,360,2360,ABRL PRO 096,0.1 % to 105 %,,,https://forms.gle/1KM8MciJYXpU9Noz8
1187,NABL,CHEMICAL- FERTILIZERS,"Beneficial Elemental Fertilizer (Diato mite amorphous silica, Ortho silici acid (OSA))",Total Chloride  % w/w,FCO 1985 SCD II Part B Cl.No.18,50,15,300,1,54,354,ABRL PRO 078,0.01 % to 99 %,,,https://forms.gle/k6tf57dYD8yuAbRD8
1188,NABL,CHEMICAL- FERTILIZERS,Biofertilizer,Total Nitrogen % w/w,FCO 1985 SCD III Part D Cl. No. 05,50,15,1000,1,180,1180,ABRL PRO 007,0.05 % to 35 %,,,https://forms.gle/Q3mPhs2GWZHCcP1T6
1189,NABL,CHEMICAL- FERTILIZERS,Biofertilizer,Total Nitrogen % w/w,FCO 1985 SCD IV Part D Cl.No.06,50,15,1000,1,180,1180,ABRL PRO 007,0.05 % to 35 %,,,https://forms.gle/Q3mPhs2GWZHCcP1T6
1190,NABL,CHEMICAL- FERTILIZERS,"NP /NPK fertilizer, Straight Sulphur fertilizers, 100 % water
soluble complex fertilizers",Total Nitrogen % w/w,FCO 1985 SCD II Part B Cl.No.03,50,15,1000,1,180,1180,ABRL PRO 007,0.05 % to 35 %,,,https://forms.gle/Q3mPhs2GWZHCcP1T6
1191,NABL,CHEMICAL- FERTILIZERS,Fortified fertilizers,Total Nitrogen % w/w,FCO 1985 SCD II Part B Cl.No.28(i),50,15,1000,1,180,1180,ABRL PRO 007,0.05 % to 35 %,,,https://forms.gle/Q3mPhs2GWZHCcP1T6
1192,NABL,CHEMICAL- FERTILIZERS,Organic fertilizer ,Total Nitrogen % w/w,FCO 1985 SCD IV Part D Cl.No.06,50,15,1000,1,180,1180,ABRL PRO 007,0.05 % to 35 %,,,https://forms.gle/Q3mPhs2GWZHCcP1T6
1193,NABL,CHEMICAL- FERTILIZERS,Biofertilizer,Total NPK % w/w,FCO 1985 SCD IV Part D Cl.No.10,50,15,100,1,18,118,ABRL PRO 060,Calculative,,,https://forms.gle/ALxktWakYxGehtMa9
1194,NABL,CHEMICAL- FERTILIZERS,Organic fertilizer ,Total NPK % w/w,FCO 1985 SCD IV Part D Cl.No.10,50,15,100,1,18,118,ABRL PRO 060,Calculative,,,https://forms.gle/ALxktWakYxGehtMa9
1195,NABL,CHEMICAL- FERTILIZERS,Biofertilizer,Total Organic Carbon/Organic Carbon % w/w,FCO 1985 SCD IV Part D Cl.No.05,50,15,900,1,162,1062,ABRL PRO 008,1 % to 55 %,,,https://forms.gle/b51JKPnT1J9kNucy8
1196,NABL,CHEMICAL- FERTILIZERS,Organic fertilizer ,Total Organic Carbon/Organic Carbon % w/w,FCO 1985 SCD IV Part D Cl.No.05,50,15,900,1,162,1062,ABRL PRO 008,1 % to 55 %,,,https://forms.gle/b51JKPnT1J9kNucy8
1197,NABL,CHEMICAL- FERTILIZERS,Biofertilizer,Total phosphate as P2O5 % w/w,FCO 1985 SCD IV Part D Cl.No.08,50,15,1200,1,216,1416,ABRL PRO 060,0.05% to 35 %,,,https://forms.gle/ALxktWakYxGehtMa9
1198,NABL,CHEMICAL- FERTILIZERS,Organic fertilizer ,Total phosphate as P2O5 % w/w,FCO 1985 SCD IV Part D Cl.No.08,50,15,1200,1,216,1416,ABRL PRO 060,0.05% to 35 %,,,https://forms.gle/ALxktWakYxGehtMa9
1199,NABL,CHEMICAL- FERTILIZERS,Fortified fertilizers,Total phosphorous as P2O5 % w/w,FCO 1985 SCD II Part B Cl.No.04,50,15,1500,1,270,1770,ABRL PRO 056,0.1 % to 50 %,,,https://forms.gle/RehosVPeNW5cq9fs6
1200,NABL,CHEMICAL- FERTILIZERS,Biofertilizer,Total Potash K & K as K2O % w/w,FCO 1985 SCD IV Part D Cl.No.09,50,15,800,1,144,944,ABRL PRO 060,0.05 % to 35 %,,,https://forms.gle/ALxktWakYxGehtMa9
1201,NABL,CHEMICAL- FERTILIZERS,Organic fertilizer ,Total Potash K & K as K2O % w/w,FCO 1985 SCD IV Part D Cl.No.09,50,15,800,1,144,944,ABRL PRO 060,0.05 % to 35 %,,,https://forms.gle/ALxktWakYxGehtMa9
1202,NABL,CHEMICAL- FERTILIZERS,Biofertilizer,Total Sulphur % w/w,FCO 1985 SCD IV Part D Cl.No.15,100,15,1200,1,216,1416,ABRL PRO 011, 0.05 % to 50 %,,,https://forms.gle/NEPfFA1GmooQ6YAg8
1203,NABL,CHEMICAL- FERTILIZERS,"NP /NPK fertilizer, Straight Sulphur fertilizers, 100 % water
soluble complex fertilizers",Total Sulphur % w/w,FCO 1985 SCD II Part B Cl.No.24,100,15,1200,1,216,1416,ABRL PRO 011, 0.05 % to 50 %,,,https://forms.gle/NEPfFA1GmooQ6YAg8
1204,NABL,CHEMICAL- FERTILIZERS,Fortified fertilizers,Total Sulphur % w/w,FCO 1985 SCD II Part B Cl.No.28,100,15,1200,1,216,1416,ABRL PRO 011, 0.05 % to 50 %,,,https://forms.gle/NEPfFA1GmooQ6YAg8
1205,NABL,CHEMICAL- FERTILIZERS,Organic fertilizer ,Total Sulphur % w/w,FCO 1985 SCD IV Part D Cl.No.15,100,15,1200,1,216,1416,ABRL PRO 011, 0.05 % to 50 %,,,https://forms.gle/NEPfFA1GmooQ6YAg8
1206,NABL,CHEMICAL- FERTILIZERS,"NP /NPK fertilizer, Straight Sulphur fertilizers, 100 % water
soluble complex fertilizers",Urea Nitrogen % w/w,FCO 1985 SCD II Part B Cl.No.03,100,15,1000,1,180,1180,ABRL PRO 107,0.01 % to 50 %,,,https://forms.gle/1dGRqndDWo1wHPWSA
1207,NABL,CHEMICAL- FERTILIZERS,"Micronutrient fertilizer, Fortified fertilizer, 100 % water soluble fertilizer,Liquid Fertilizer",Viscosity,CIPAC MT 22,500,15,1000,1,180,1180,ABRL PRO 051,1 to 25000 cps,,,https://forms.gle/xMxncb1RieE6p3Gr7
1208,NABL,CHEMICAL- FERTILIZERS,Biofertilizer,Water Insoluble Nitrogen % w/w,FCO 1985 SCD IV Part D Cl.No.14,50,15,1000,1,180,1180,ABRL PRO 083,0.05 % to 35 %,,,https://forms.gle/pWdSyPGRKo795T8EA
1209,NABL,CHEMICAL- FERTILIZERS,Organic fertilizer ,Water Insoluble Nitrogen % w/w,FCO 1985 SCD IV Part D Cl.No.14,50,15,1000,1,180,1180,ABRL PRO 083,0.05 % to 35 %,,,https://forms.gle/pWdSyPGRKo795T8EA
1210,NABL,CHEMICAL- FERTILIZERS,Biofertilizer,Water Solubility % w/w,ABRL STP 036 (Gravimetric),50,15,350,1,63,413,ABRL PRO 020,0.1 % to 99 %,,,https://forms.gle/4mKKEZ5kDncKWzB86
1211,NABL,CHEMICAL- FERTILIZERS,Organic fertilizer ,Water Solubility % w/w,ABRL STP 036 (Gravimetric),50,15,350,1,63,413,ABRL PRO 020,0.1 % to 99 %,,,https://forms.gle/4mKKEZ5kDncKWzB86
1212,NABL,CHEMICAL- FERTILIZERS,"NP /NPK fertilizer, Straight Sulphur fertilizers, 100 % water
soluble complex fertilizers",Water soluble calcium as CaO % w/w,FCO 1985 SCD II Part B Cl.No.21 A,50,15,600,1,108,708,ABRL PRO 081, 0.1 % to 50 %,,,https://forms.gle/4Y1Wy7ra5KBbejA3A
1213,NABL,CHEMICAL- FERTILIZERS,"NP /NPK fertilizer, Straight Sulphur fertilizers, 100 % water
soluble complex fertilizers",Water Soluble K as K2O % w/w,FCO 1985 SCD II Part B Cl. No.05,50,15,900,1,162,1062,ABRL PRO 068,0.1 % to 50 %,,,https://forms.gle/aCqm9bbJKrijbUNq8
1214,NABL,CHEMICAL- FERTILIZERS,Fortified fertilizers,Water soluble K as K2O % w/w,FCO 1985 SCD II Part B Cl.No.28(v),50,15,900,1,162,1062,ABRL PRO 068,0.1 % to 50 %,,,https://forms.gle/aCqm9bbJKrijbUNq8
1215,NABL,CHEMICAL- FERTILIZERS,"NP /NPK fertilizer, Straight Sulphur fertilizers, 100 % water
soluble complex fertilizers",Water soluble phosphorous as P2O5 % w/w,FCO 1985 SCD II Part B Cl.No.04,50,15,900,1,162,1062,ABRL PRO 068,0.1 % to 50 %,,,https://forms.gle/aCqm9bbJKrijbUNq8
1216,NABL,CHEMICAL- FERTILIZERS,Fortified fertilizers,Water soluble phosphorous as P2O5 % w/w,"FCO 1985 SCD II Part B
Cl.No.28(iv)",50,15,900,1,162,1062,ABRL PRO 068,0.1 % to 50 %,,,https://forms.gle/aCqm9bbJKrijbUNq8
1217,NABL,CHEMICAL- FERTILIZERS,Straight Potassium fertilizers,Water soluble potash as K2O % w/w,FCO 1985 SCD II Part B Cl. No.05,50,15,900,1,162,1062,ABRL PRO 068,0.1 % to 50 %,,,https://forms.gle/aCqm9bbJKrijbUNq8
1218,NABL,CHEMICAL- FERTILIZERS,Organic fertilizer ,Water soluble potash as K2O % w/w,FCO 1985 SCD IV Part D Cl.No.09,50,15,800,1,144,944,ABRL PRO 060,0.05 % to 35 %,,,https://forms.gle/ALxktWakYxGehtMa9
1219,NABL,CHEMICAL- FERTILIZERS,Straight Potassium fertilizers,Water soluble potassium as K2O % w/w,FCO 1985 SCD II Part B Cl. No.05,50,15,900,1,162,1062,ABRL PRO 068,0.1 % to 50 %,,,https://forms.gle/aCqm9bbJKrijbUNq8
1220,NABL,CHEMICAL- FERTILIZERS,"Micronutrients , Amino acid chelated micronutrient, Liquid fertilizer",Water soluble zinc % w/w,FCO 1985 SCD II Part B 22 A/08,50,15,1500,1,270,1770,ABRL PRO 056,0.1 % to 50 %,,,https://forms.gle/RehosVPeNW5cq9fs6
1221,NABL,CHEMICAL- FERTILIZERS,Biofertilizer,Zinc as Zn mg/kg,FCO 1985 SCD IV Part D Cl.No.10,50,15,600,1,108,708,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
1222,NABL,CHEMICAL- FERTILIZERS,Organic fertilizer ,Zinc as Zn mg/kg,FCO 1985 SCD IV Part D Cl.No.10,50,15,600,1,108,708,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
1223,NABL,CHEMICAL- FERTILIZERS,"Micronutrients , Amino acid chelated micronutrient, Liquid fertilizer",Zinc as Zn % w/w,FCO 1985 SCD II Part B 26/22 A/08,50,15,800,1,144,944,ABRL PRO 047,0.1 % to 90 %,,,https://forms.gle/Z47U2iTafq1TmVc3A
1224,NABL,CHEMICAL- FERTILIZERS,Fortified fertilizers,Zinc as Zn % w/w,"FCO 1985 SCD II Part B
Cl.No.28(vii)",50,15,800,1,144,944,ABRL PRO 047,0.1 % to 90 %,,,https://forms.gle/Z47U2iTafq1TmVc3A
1225,NON NABL,CHEMICAL- FERTILIZERS,Inorganic fertilizer,Calcium Nitrate tetrahydrate purity % w/w,FCO 1985 SCD II PART B,50,15,500,1,90,590,ABRL PRO 081,,,,https://forms.gle/4Y1Wy7ra5KBbejA3A
1226,NABL,CHEMICAL- FERTILIZERS,"Micronutrients , Amino acid chelated micronutrient, Liquid fertilizer",Appearance ,FCO 1985 SCD II Part B,50,15,100,1,18,118,ABRL PRO 092,NA,,,https://forms.gle/ZrVhayg6o6mkzWNy6
1227,NABL,CHEMICAL- FERTILIZERS,"Micronutrients , Amino acid chelated micronutrient, Liquid fertilizer",Matter insoluble in water % w/w,FCO 1985 SCD II Part B Cl.No.08/07,50,15,350,1,63,413,ABRL PRO 020,0.1 % to 50 %,,,https://forms.gle/4mKKEZ5kDncKWzB86
1228,NABL,CHEMICAL- FERTILIZERS,"Micronutrients , Amino acid chelated micronutrient, Liquid fertilizer",Moisture Content % w/w,FCO 1985 SCD II Part B Cl.No.02,50,15,450,1,81,531,ABRL PRO 004,0.1 % to 50 %,,,https://forms.gle/r52g7ec3g7ZfoEhWA
1229,NABL,CHEMICAL- FERTILIZERS,"Micronutrients , Amino acid chelated micronutrient, Liquid fertilizer",Sodium as NaCl  % w/w,FCO 1985 SCD II Part B Cl. No.17,50,15,800,1,144,944,ABRL PRO 073,0.01 % to 15%,,,https://forms.gle/ZrGFrV1NBJYQcPPT9
1230,NABL,CHEMICAL- FERTILIZERS,"Micronutrients , Amino acid chelated micronutrient, Liquid fertilizer",Sulphate Sulphur % w/w,FCO 1985 SCD II Part B Cl. No.24,50,15,800,1,144,944,ABRL PRO 011,0.1 % to 70 %,,,https://forms.gle/NEPfFA1GmooQ6YAg8
1231,NABL,CHEMICAL- FERTILIZERS,"NP /NPK fertilizer, Straight Sulphur fertilizers, 100 % water
soluble complex fertilizers",Appearance ,FCO 1985 SCD II Part B,50,15,100,1,18,118,ABRL PRO 092,NA,,,https://forms.gle/ZrVhayg6o6mkzWNy6
1232,NABL,CHEMICAL- FERTILIZERS,"NP /NPK fertilizer, Straight Sulphur fertilizers, 100 % water
soluble complex fertilizers",Inorganic Nitrogen (Nitrate nitrogen) % w/w,FCO 1985 SCD II Part B Cl.No.03,50,15,1000,1,180,1180,ABRL PRO 055,0.1 % to 35 %,,,https://forms.gle/3CzKP7dHJ2b1ptPq6
1233,NABL,CHEMICAL- FERTILIZERS,"NP /NPK fertilizer, Straight Sulphur fertilizers, 100 % water
soluble complex fertilizers",Matter insoluble in water % w/w,FCO 1985 SCD II Part B Cl.No.08/07,50,15,350,1,63,413,ABRL PRO 020,0.1 % to 50 %,,,https://forms.gle/4mKKEZ5kDncKWzB86
1234,NABL,CHEMICAL- FERTILIZERS,"NP /NPK fertilizer, Straight Sulphur fertilizers, 100 % water
soluble complex fertilizers",Moisture Content % w/w,FCO 1985 SCD II Part B Cl.No.02,50,15,450,1,81,531,ABRL PRO 004,0.1 % to 50 %,,,https://forms.gle/r52g7ec3g7ZfoEhWA
1235,NABL,CHEMICAL- FERTILIZERS,"NP /NPK fertilizer, Straight Sulphur fertilizers, 100 % water
soluble complex fertilizers",Sodium as NaCl  % w/w,FCO 1985 SCD II Part B Cl. No.17,50,15,800,1,144,944,ABRL PRO 073,0.01 % to 15%,,,https://forms.gle/ZrGFrV1NBJYQcPPT9
1236,NABL,CHEMICAL- FERTILIZERS,"NP /NPK fertilizer, Straight Sulphur fertilizers, 100 % water
soluble complex fertilizers",Sulphate Sulphur % w/w,FCO 1985 SCD II Part B Cl. No.24,50,15,800,1,144,944,ABRL PRO 011,0.1 % to 70 %,,,https://forms.gle/NEPfFA1GmooQ6YAg8
1237,NABL,CHEMICAL- FERTILIZERS,"NP /NPK fertilizer, Straight Sulphur fertilizers, 100 % water
soluble complex fertilizers",Total Chloride  % w/w,FCO 1985 SCD II Part B Cl.No.18,50,15,300,1,54,354,ABRL PRO 078,0.01 % to 99 %,,,https://forms.gle/k6tf57dYD8yuAbRD8
